"","ST","STATE","OCC_CODE","OCC_TITLE","OCC_GROUP","TOT_EMP","EMP_PRSE","H_MEAN","A_MEAN","MEAN_PRSE","H_PCT10","H_PCT25","H_MEDIAN","H_PCT75","H_PCT90","A_PCT10","A_PCT25","A_MEDIAN","A_PCT75","A_PCT90"
"809","ND","North Dakota","23-0000","Legal Occupations","major",72,5.6,32.93,926,5.4,15.5,19.03,26.38,39.54,60.93,643,721,821,1017,202
"810","ND","North Dakota","25-0000","Education, Training, and Library Occupations","major",459,2.6,22.46,704,2.5,12.21,15.85,20.79,26.91,33.9,503,617,664,39,911
"811","ND","North Dakota","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",735,5.3,17.42,489,2.2,8.57,10.85,15.09,21.1,28.87,195,320,440,589,770
"812","ND","North Dakota","29-0000","Healthcare Practitioners and Technical Occupations","major",481,9,31.46,899,2.1,14.91,19.37,25.19,33.18,53.99,618,736,781,896,119
"813","ND","North Dakota","31-0000","Healthcare Support Occupations","major",180,5.1,14.21,300,1.1,10.22,11.78,13.56,15.98,18.36,382,390,342,374,472
"814","ND","North Dakota","33-0000","Protective Service Occupations","major",948,4.6,18.94,555,2.1,9.58,12.16,17.3,23.28,30.2,317,415,527,664,810
"815","ND","North Dakota","35-0000","Food Preparation and Serving Related Occupations","major",674,2.4,10.42,135,0.9,7.78,8.36,9.35,11.62,15.24,83,97,129,237,381
"816","ND","North Dakota","37-0000","Building and Grounds Cleaning and Maintenance Occupations","major",262,3.1,12.31,217,1.1,8.17,9.33,11.37,14.24,18.05,144,204,231,318,459
"817","ND","North Dakota","39-0000","Personal Care and Service Occupations","major",185,4.2,12.05,209,1.6,7.92,8.75,10.82,14.13,17.93,106,141,199,314,457
"818","ND","North Dakota","41-0000","Sales and Related Occupations","major",774,2.6,16.37,421,1.3,8.12,9.11,11.94,19.09,29.38,137,181,266,504,784
"819","ND","North Dakota","43-0000","Office and Administrative Support Occupations","major",939,1.7,15.72,2,0.5,9.46,11.69,14.51,18.38,23.37,303,382,404,474,588
"820","ND","North Dakota","45-0000","Farming, Fishing, and Forestry Occupations","major",64,12.7,15.55,369,2.8,9.57,11.49,14.58,18.08,23.59,46,370,413,454,596
"821","ND","North Dakota","47-0000","Construction and Extraction Occupations","major",800,2.5,22.91,715,1.6,13.44,16.45,21.05,27.07,34.9,556,644,675,775,933
"822","ND","North Dakota","49-0000","Installation, Maintenance, and Repair Occupations","major",435,3,22.33,700,1.2,12.62,16.22,21.01,27.39,34.82,522,633,672,783,932
"823","ND","North Dakota","51-0000","Production Occupations","major",497,4.3,18.43,529,1.8,10.05,12.4,16.27,21.52,30.24,361,430,491,604,812
"824","ND","North Dakota","53-0000","Transportation and Material Moving Occupations","major",751,2.4,19.36,570,1.6,9.68,13.09,18.32,23.83,30.73,322,474,574,687,825
"825","OH","Ohio","11-0000","Management Occupations","major",502,1.1,47.71,1128,0.5,20.26,29.94,41.78,57.94,83.71,805,976,1086,127,312
"826","OH","Ohio","13-0000","Business and Financial Operations Occupations","major",490,1.2,30.53,880,0.6,15.87,21.16,28.31,37.05,47.03,658,798,873,984,1121
"827","OH","Ohio","15-0000","Computer and Mathematical Occupations","major",225,2.7,34.72,966,0.7,18.5,24.97,34.05,43.65,53.2,745,890,986,1083,106
"828","OH","Ohio","17-0000","Architecture and Engineering Occupations","major",1126,1.7,34.55,960,0.7,18.99,24.57,32.77,42.68,53.73,768,876,959,1066,112
"829","OH","Ohio","19-0000","Life, Physical, and Social Science Occupations","major",633,4.1,30.02,868,1.8,15.13,19.71,27,36.4,47.18,630,747,838,966,1123
"830","OH","Ohio","21-0000","Community and Social Service Occupations","major",1007,2.9,20.82,643,0.6,11.7,15,19.28,25.64,32.71,474,582,611,729,875
"831","OH","Ohio","23-0000","Legal Occupations","major",621,2.8,39.68,1054,2.1,14.68,20.78,31.43,50.85,74.7,607,786,936,78,281
"832","OH","Ohio","25-0000","Education, Training, and Library Occupations","major",641,1.6,26.19,785,1.8,10.15,15.13,24.32,33.03,41.72,373,591,761,891,1042
"833","OH","Ohio","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",921,6.1,21.59,667,1.2,8.96,12.3,19.18,27.72,36.26,246,422,608,795,970
"834","OH","Ohio","29-0000","Healthcare Practitioners and Technical Occupations","major",678,2,33.77,940,1,15.31,20.62,27.34,35.68,57.99,635,778,849,949,177
"835","OH","Ohio","31-0000","Healthcare Support Occupations","major",421,1.4,12.52,226,0.6,8.55,9.58,11.26,14.12,17.8,191,224,226,313,449
"836","OH","Ohio","33-0000","Protective Service Occupations","major",119,1.7,19.45,574,1.8,8.79,11,18.3,26.07,33.05,224,333,573,742,887
"837","OH","Ohio","35-0000","Food Preparation and Serving Related Occupations","major",836,0.6,9.85,117,0.4,8.07,8.4,8.94,9.99,13.37,131,101,97,186,349
"838","OH","Ohio","37-0000","Building and Grounds Cleaning and Maintenance Occupations","major",292,1.1,12.07,210,0.6,8.26,8.87,10.51,13.99,18.27,6,156,182,307,469
"839","OH","Ohio","39-0000","Personal Care and Service Occupations","major",143,2.3,11.39,183,0.8,8.17,8.66,9.59,12.21,17.15,145,132,142,257,426
"840","OH","Ohio","41-0000","Sales and Related Occupations","major",894,0.9,17.27,478,0.7,8.3,8.97,11.51,19.49,33.33,163,168,242,523,891
"841","OH","Ohio","43-0000","Office and Administrative Support Occupations","major",1097,0.7,16.01,394,0.2,9.16,11.44,14.89,19.2,24.76,267,366,430,510,628
"842","OH","Ohio","45-0000","Farming, Fishing, and Forestry Occupations","major",617,7.5,14,287,2.4,8.36,9.12,11.48,17.04,24.03,172,183,238,400,607
"843","OH","Ohio","47-0000","Construction and Extraction Occupations","major",318,1.4,21.94,682,0.6,12.14,15.7,20.87,27.64,33.76,499,607,667,789,906
"844","OH","Ohio","49-0000","Installation, Maintenance, and Repair Occupations","major",395,1.3,20.29,622,0.6,10.71,14.38,19.17,25.32,31.71,411,549,607,720,847
"845","OH","Ohio","51-0000","Production Occupations","major",841,1.4,16.71,443,0.7,9.59,11.74,15.57,20.22,26.09,319,387,23,551,663
"846","OH","Ohio","53-0000","Transportation and Material Moving Occupations","major",705,1.5,15.14,346,0.9,8.49,9.52,13.3,18.37,24.83,184,220,326,472,631
"847","OK","Oklahoma","11-0000","Management Occupations","major",1103,1.3,42.44,1086,0.8,17.27,24.86,35.62,51.39,75.65,716,887,1018,84,286
"848","OK","Oklahoma","13-0000","Business and Financial Operations Occupations","major",985,1.8,28.16,828,0.9,14.15,18.88,25.85,34.92,44.36,580,715,807,935,1082
"849","OK","Oklahoma","15-0000","Computer and Mathematical Occupations","major",514,2.7,30.38,876,1.4,14.99,19.93,28.31,39.03,49.51,624,759,874,1011,67
"850","OK","Oklahoma","17-0000","Architecture and Engineering Occupations","major",564,2.9,39.42,1049,2.4,18.26,24.96,34.17,46.65,65.56,740,889,989,1127,226
"851","OK","Oklahoma","19-0000","Life, Physical, and Social Science Occupations","major",126,6.5,31.21,894,4.6,11.92,17.01,23.97,36.39,55.86,486,659,758,964,150
"852","OK","Oklahoma","21-0000","Community and Social Service Occupations","major",434,2.5,17.72,501,1.3,8.93,12.51,16.55,21.61,28.21,37,439,503,608,745
"853","OK","Oklahoma","23-0000","Legal Occupations","major",219,5.2,37.06,1013,4.4,12.48,18.68,27.63,45.05,73.07,514,706,859,1104,277
"854","OK","Oklahoma","25-0000","Education, Training, and Library Occupations","major",1161,3.6,19.49,577,2.9,8.55,11.73,18.66,23.28,30.65,192,386,592,664,823
"855","OK","Oklahoma","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",218,3.4,19.54,580,1.8,8.53,10.84,16.21,23.29,33.87,18,319,488,665,17
"856","OK","Oklahoma","29-0000","Healthcare Practitioners and Technical Occupations","major",1158,4,30.79,888,1.6,12.25,16.68,23.65,33.79,54.76,504,650,750,908,128
"857","OK","Oklahoma","31-0000","Healthcare Support Occupations","major",814,2.7,11.97,206,0.9,8.17,9.33,11,13.63,17.14,144,203,209,294,425
"858","OK","Oklahoma","33-0000","Protective Service Occupations","major",701,4.4,16.8,447,2.2,9.01,11.2,14.6,20.75,27.38,41,352,415,575,711
"859","OK","Oklahoma","35-0000","Food Preparation and Serving Related Occupations","major",252,1.2,9.29,96,0.6,7.67,8.1,8.81,9.89,11.92,62,67,84,184,331
"860","OK","Oklahoma","37-0000","Building and Grounds Cleaning and Maintenance Occupations","major",815,2.2,10.82,158,1,7.84,8.51,9.79,11.78,15.86,93,118,150,242,395
"861","OK","Oklahoma","39-0000","Personal Care and Service Occupations","major",764,3.6,10.63,143,1.3,7.72,8.24,9.1,11.31,15.98,73,85,109,223,400
"862","OK","Oklahoma","41-0000","Sales and Related Occupations","major",316,1.4,15.9,387,1.1,7.97,8.76,10.93,17.72,29.62,114,142,206,433,792
"863","OK","Oklahoma","43-0000","Office and Administrative Support Occupations","major",527,1.5,15.11,344,0.5,8.73,10.57,13.61,17.86,23.61,215,296,346,438,597
"864","OK","Oklahoma","45-0000","Farming, Fishing, and Forestry Occupations","major",608,9.7,13.56,272,6.1,8,8.96,11.09,14.36,21.23,120,167,216,322,534
"865","OK","Oklahoma","47-0000","Construction and Extraction Occupations","major",1111,2.2,18.58,535,1,10.84,13.39,17.01,22.16,28.02,423,487,34,623,738
"866","OK","Oklahoma","49-0000","Installation, Maintenance, and Repair Occupations","major",1033,1.9,19.4,571,0.7,10.04,13.22,17.97,24.46,30.18,359,479,552,700,809
"867","OK","Oklahoma","51-0000","Production Occupations","major",152,2.3,16.85,450,0.8,9.19,11.53,15.01,20.51,26.83,271,373,437,564,685
"868","OK","Oklahoma","53-0000","Transportation and Material Moving Occupations","major",116,3.6,16.1,399,2.6,8.42,10.11,13.91,19.23,26.93,178,257,367,512,693
"869","OR","Oregon","11-0000","Management Occupations","major",1135,1.6,45.69,1112,0.9,19.86,28.79,40.79,56.17,76.23,793,964,1078,119,288
"870","OR","Oregon","13-0000","Business and Financial Operations Occupations","major",1044,1.9,30.79,887,1,16.58,21.57,28.42,36.63,46.66,680,808,878,970,1116
"871","OR","Oregon","15-0000","Computer and Mathematical Occupations","major",792,4.9,36.5,1006,2.1,18.81,24.96,34.54,45.33,55.74,762,889,999,1111,142
"872","OR","Oregon","17-0000","Architecture and Engineering Occupations","major",695,14.5,37.55,1021,2.7,20.54,26.09,35,46.76,57.34,815,923,1007,1129,170
"873","OR","Oregon","19-0000","Life, Physical, and Social Science Occupations","major",381,5.3,28.89,845,1.7,14.45,19.1,26.95,35.87,45.54,598,726,834,956,1100
"874","OR","Oregon","21-0000","Community and Social Service Occupations","major",661,2.4,20.78,642,1.4,10.57,14.2,19.38,26.1,32.99,401,539,613,744,883
"875","OR","Oregon","23-0000","Legal Occupations","major",79,4.9,43.01,1091,2.7,20.15,26.58,36.41,54.18,70.35,802,936,1034,98,264
"876","OR","Oregon","25-0000","Education, Training, and Library Occupations","major",121,3,23.69,742,1.5,11.4,15.81,21.49,29.23,36.64,459,616,687,827,980
"877","OR","Oregon","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",464,3.2,23.25,724,1.7,9.98,13.78,19.96,28.79,40.2,354,513,638,820,1029
"878","OR","Oregon","29-0000","Healthcare Practitioners and Technical Occupations","major",1121,2.4,42.11,1081,1.7,16.9,24.66,35.98,46.01,75.8,698,881,1023,1119,287
"879","OR","Oregon","31-0000","Healthcare Support Occupations","major",717,2.9,15.7,377,1.1,10.05,11.99,14.83,18.12,22.05,360,401,424,458,553
"880","OR","Oregon","33-0000","Protective Service Occupations","major",571,3.1,22.97,717,3,9.96,13.39,21.65,31.12,36.61,353,487,694,860,979
"881","OR","Oregon","35-0000","Food Preparation and Serving Related Occupations","major",285,1,10.76,153,0.6,9.04,9.16,9.46,11.28,14.13,251,187,137,222,359
"882","OR","Oregon","37-0000","Building and Grounds Cleaning and Maintenance Occupations","major",890,2.3,12.95,244,0.8,9.14,9.58,11.54,14.64,18.58,265,224,245,334,481
"883","OR","Oregon","39-0000","Personal Care and Service Occupations","major",974,2.6,12.65,231,2,9.13,9.5,10.87,13.31,18.82,264,218,203,282,485
"884","OR","Oregon","41-0000","Sales and Related Occupations","major",328,1.3,17.75,503,1,9.19,9.89,12.97,19.62,32.61,272,241,314,526,870
"885","OR","Oregon","43-0000","Office and Administrative Support Occupations","major",528,1.1,16.99,458,0.3,10.2,12.63,16,20.2,25.43,379,451,26,550,642
"886","OR","Oregon","45-0000","Farming, Fishing, and Forestry Occupations","major",215,4.9,13.8,280,2.8,9.04,9.18,10.82,17.65,21.99,253,189,200,431,552
"887","OR","Oregon","47-0000","Construction and Extraction Occupations","major",936,2.1,23.7,743,1.2,12.41,16.09,22.09,30.01,38.16,511,626,707,841,1009
"888","OR","Oregon","49-0000","Installation, Maintenance, and Repair Occupations","major",968,1.9,22.05,687,0.6,11.78,15.57,21.02,27.53,34.32,478,603,673,786,922
"889","OR","Oregon","51-0000","Production Occupations","major",105,2.1,17.22,474,0.9,9.89,12.14,15.87,20.7,26.69,345,412,473,573,681
"890","OR","Oregon","53-0000","Transportation and Material Moving Occupations","major",166,1.7,15.9,387,1,9.28,10.65,14.45,18.89,24.54,284,302,399,495,621
"891","PA","Pennsylvania","11-0000","Management Occupations","major",445,1.2,55.65,74,0.6,23.44,33.4,48.18,69.56,NA,850,1001,56,155,56
"892","PA","Pennsylvania","13-0000","Business and Financial Operations Occupations","major",553,1.1,32.73,921,0.5,17.15,22.38,29.73,39.83,51.75,710,830,913,1025,94
"893","PA","Pennsylvania","15-0000","Computer and Mathematical Occupations","major",238,1.8,36.46,1004,0.7,18.64,25.21,34.72,45.75,57.2,752,897,1002,1114,167
"894","PA","Pennsylvania","17-0000","Architecture and Engineering Occupations","major",1152,1.9,35.82,991,0.8,18.95,25.2,33.67,44.5,55.7,767,896,975,1094,140
"895","PA","Pennsylvania","19-0000","Life, Physical, and Social Science Occupations","major",882,3.8,32.62,917,2.4,14.93,20.5,28.82,41.08,55.77,619,775,892,1039,144
"896","PA","Pennsylvania","21-0000","Community and Social Service Occupations","major",148,1.8,19.78,597,0.9,10.86,13.82,18.17,24.5,31.15,425,516,560,701,835
"897","PA","Pennsylvania","23-0000","Legal Occupations","major",775,2.8,48.41,56,2.3,17.35,23.89,36.07,64.51,NA,720,860,1025,144,56
"898","PA","Pennsylvania","25-0000","Education, Training, and Library Occupations","major",680,1.3,27,798,1.8,10.84,16.25,25.24,34.21,44.05,423,635,783,919,1079
"899","PA","Pennsylvania","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",982,2.2,24.04,747,1.7,9.25,13.11,19.96,29.51,42.61,281,475,638,833,1054
"900","PA","Pennsylvania","29-0000","Healthcare Practitioners and Technical Occupations","major",694,1.5,34.3,953,1,14.86,20.45,28.28,37.94,57.15,615,773,872,994,166
"901","PA","Pennsylvania","31-0000","Healthcare Support Occupations","major",422,1.6,13.21,258,0.6,8.63,10.24,12.59,15.36,18.44,201,272,296,356,475
"902","PA","Pennsylvania","33-0000","Protective Service Occupations","major",165,1.7,20.1,614,1.9,8.82,11.05,17.44,27.72,35.95,229,338,535,794,961
"903","PA","Pennsylvania","35-0000","Food Preparation and Serving Related Occupations","major",839,0.6,10.4,134,0.6,7.76,8.32,9.26,11.42,14.85,78,90,121,228,373
"904","PA","Pennsylvania","37-0000","Building and Grounds Cleaning and Maintenance Occupations","major",348,1.2,12.84,237,0.6,8.18,9.36,11.63,15.32,19.31,145,206,251,355,495
"905","PA","Pennsylvania","39-0000","Personal Care and Service Occupations","major",375,2.1,11.55,189,0.7,7.93,8.76,10.36,12.9,17.33,107,142,172,273,433
"906","PA","Pennsylvania","41-0000","Sales and Related Occupations","major",942,0.7,18.65,542,0.9,8.08,9.05,12.18,22.06,36.79,132,175,274,619,35
"907","PA","Pennsylvania","43-0000","Office and Administrative Support Occupations","major",1159,0.6,16.66,438,0.3,9.3,11.77,15.39,20.31,26.26,286,390,455,554,667
"908","PA","Pennsylvania","45-0000","Farming, Fishing, and Forestry Occupations","major",869,6.4,14.33,306,1.7,8.36,9.93,12.9,17.08,23.18,171,245,307,404,581
"909","PA","Pennsylvania","47-0000","Construction and Extraction Occupations","major",452,1.1,22.21,694,0.6,12.29,15.7,20.46,27.23,35.07,506,608,653,778,941
"910","PA","Pennsylvania","49-0000","Installation, Maintenance, and Repair Occupations","major",470,1.1,20.71,637,0.4,11.24,14.99,19.66,25.64,32.14,449,581,626,729,856
"911","PA","Pennsylvania","51-0000","Production Occupations","major",754,1.3,17.6,498,0.5,10.01,12.58,16.54,21.36,27.06,357,445,501,601,698
"912","PA","Pennsylvania","53-0000","Transportation and Material Moving Occupations","major",759,1,16.18,407,0.6,8.67,10.77,14.78,19.8,25.77,205,312,422,535,653
"913","RI","Rhode Island","11-0000","Management Occupations","major",429,2.3,59.1,79,1.2,30.76,40.32,52.68,70.4,NA,872,1014,62,157,56
"914","RI","Rhode Island","13-0000","Business and Financial Operations Occupations","major",477,2.9,35.06,976,1.5,19.56,24.63,31.89,41.73,53.83,789,879,944,1049,115
"915","RI","Rhode Island","15-0000","Computer and Mathematical Occupations","major",188,6.3,38.06,1031,1.9,20.11,26.6,37.22,47.11,57.41,800,937,1050,1135,171
"916","RI","Rhode Island","17-0000","Architecture and Engineering Occupations","major",1015,4.1,40.51,1062,4.3,22.05,28.89,39.12,51.46,58.1,836,967,1062,86,179
"917","RI","Rhode Island","19-0000","Life, Physical, and Social Science Occupations","major",598,5.3,35.26,980,2.6,17.18,22.54,32.45,42.68,55.89,712,832,953,1065,151
"918","RI","Rhode Island","21-0000","Community and Social Service Occupations","major",1139,4.8,22.3,698,5,11.48,14.07,18.83,30.1,37.88,464,531,599,844,1005
"919","RI","Rhode Island","23-0000","Legal Occupations","major",612,2.8,37,1011,6.8,16.33,20.46,28.77,45.84,69.11,669,774,891,1117,254
"920","RI","Rhode Island","25-0000","Education, Training, and Library Occupations","major",644,4.4,29.92,866,2.6,12.54,17.26,29.25,38.49,46.16,518,667,902,1003,1111
"921","RI","Rhode Island","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",945,4.7,24.31,754,2.2,10.18,14.53,22.13,31.87,41.16,376,554,710,871,1037
"922","RI","Rhode Island","29-0000","Healthcare Practitioners and Technical Occupations","major",620,3,39.13,1045,2.6,18.57,25.99,33.91,43.2,62.33,749,916,984,1074,210
"923","RI","Rhode Island","31-0000","Healthcare Support Occupations","major",386,5.4,14.72,319,1.5,10.37,12.08,14.02,16.99,20.08,390,410,375,398,507
"924","RI","Rhode Island","33-0000","Protective Service Occupations","major",87,3.3,21.95,683,4.9,9.31,12.41,23.3,28.66,33.91,287,431,737,816,912
"925","RI","Rhode Island","35-0000","Food Preparation and Serving Related Occupations","major",821,1.7,10.94,163,1.2,8.05,8.5,9.25,11.86,16.09,128,115,120,247,406
"926","RI","Rhode Island","37-0000","Building and Grounds Cleaning and Maintenance Occupations","major",265,3.3,14.12,295,2.2,8.64,10.02,12.99,17.31,21.24,201,251,315,414,535
